address1,address2,easting,northing,order_cost,ordered_date,result,speedLimit,urban_rural,length,PRIORITY,TARGET_DAYS_TO_REPAIR,MergedName,ydependent,UrbanRural,Date,temp,precip
SOUTHWOOD ROAD,SWARCLIFFE,436200,435735,71.11,01/02/2024 00:00,PASS,20,Urban,172,CAT2 carriageway,7,SOUTHWOOD ROADSWARCLIFFE,1,1,01-Feb-2024,4.7,0
SOVEREIGN STREET,LEEDS,429994.07,433088.32,71.11,24/04/2023 00:00,FAIL,30,Urban,275,CAT2 carriageway,7,SOVEREIGN STREETLEEDS,0,1,24-Apr-2023,4.9,0.307
SPEAR FIR,BARDSEY,0,0,71.11,21/08/2023 00:00,PASS,60,Rural,178,CAT2 carriageway,7,SPEAR FIRBARDSEY,1,0,21-Aug-2023,16.5,0.128
SPEN COMMON LANE,BRAMHAM,444354.11,441438.44,71.11,06/02/2024 00:00,PASS,60,Rural,1560,CAT2 carriageway,7,SPEN COMMON LANEBRAMHAM,1,0,06-Feb-2024,7.2,5.111
SPEN CRESCENT,WEST PARK,425891.68,437197.9,71.11,19/06/2023 00:00,FAIL,20,Urban,189,CAT2 carriageway,7,SPEN CRESCENTWEST PARK,0,1,19-Jun-2023,17.4,2.606
SPEN DRIVE,WEST PARK,426501.33,437922.16,64.06,21/02/2020 00:00,PASS,20,Urban,62,28 day carriageway,28,SPEN DRIVEWEST PARK,1,1,21-Feb-2020,6.4,5.182
SPEN GARDENS,WEST PARK,426523,437980,64.06,21/01/2022 00:00,PASS,20,Urban,140,CAT3 carriageway,28,SPEN GARDENSWEST PARK,1,1,21-Jan-2022,2.8,0
SPEN LANE SERVICE ROAD,WEST PARK,0,0,64.06,21/12/2022 00:00,PASS,20,Urban,154,CAT2 carriageway,7,SPEN LANE SERVICE ROADWEST PARK,1,1,21-Dec-2022,5.3,3.274
SPEN LANE,LEEDS,426087.37,436653.41,71.11,05/02/2024 00:00,FAIL,30,Urban,260,CAT2 carriageway,7,SPEN LANELEEDS,0,1,05-Feb-2024,8.9,0.819
SPEN ROAD,WEST PARK,426838.13,437530.39,71.11,14/02/2024 00:00,PASS,20,Urban,177,CAT3 carriageway,28,SPEN ROADWEST PARK,1,1,14-Feb-2024,9.7,5.724
SPEN WALK,WEST PARK,0,0,71.11,12/01/2023 00:00,FAIL,20,Urban,106,CAT3 carriageway,28,SPEN WALKWEST PARK,0,1,12-Jan-2023,7.3,3.443
SPENCE LANE,HOLBECK,428661.23,432833.03,71.11,09/06/2023 00:00,FAIL,30,Urban,89,CAT3 carriageway,28,SPENCE LANEHOLBECK,0,1,09-Jun-2023,12.5,0
SPENCER AVENUE,MORLEY,426369.05,426805.3,64.06,19/05/2021 00:00,PASS,30,Urban,77,CAT2 carriageway,7,SPENCER AVENUEMORLEY,1,1,19-May-2021,9.1,1.23
SPENCER PLACE,CHAPELTOWN,431434.82,435655.01,71.11,21/08/2023 00:00,FAIL,30,Urban,157,CAT2 carriageway,7,SPENCER PLACECHAPELTOWN,0,1,21-Aug-2023,16.5,0.128
SPENNITHORNE AVENUE,LAWNSWOOD,0,0,71.11,01/06/2023 00:00,PASS,20,Urban,297,CAT3 carriageway,28,SPENNITHORNE AVENUELAWNSWOOD,1,1,01-Jun-2023,10.3,0
SPENNITHORNE DRIVE,LAWNSWOOD,426446.47,438441.22,71.11,19/09/2023 00:00,PASS,20,Urban,96,CAT3 carriageway,28,SPENNITHORNE DRIVELAWNSWOOD,1,1,19-Sep-2023,13.8,10.479
SPENSER ROAD,GUISELEY,419783.85,441851.18,71.11,29/08/2023 00:00,PASS,30,Urban,257,CAT3 carriageway,28,SPENSER ROADGUISELEY,1,1,29-Aug-2023,13.8,0.233
SPENSLEA GROVE,MORLEY,426472.48,426654.47,71.11,20/02/2023 00:00,FAIL,30,Urban,122,CAT3 carriageway,28,SPENSLEA GROVEMORLEY,0,1,20-Feb-2023,9.4,0.176
SPIBEY LANE,ROTHWELL,433972.27,428872.82,64.06,12/05/2022 00:00,PASS,20,Urban,303,CAT2 carriageway,7,SPIBEY LANEROTHWELL,1,1,12-May-2022,10.4,0.17
SPINKWELL LANE,TINGLEY,0,0,64.06,09/08/2021 00:00,PASS,20,Urban,342.3,CAT2 carriageway,7,SPINKWELL LANETINGLEY,1,1,09-Aug-2021,14.6,0.128
SPOFFORTH HILL,WETHERBY,439958.05,448389.58,71.11,12/12/2023 00:00,PASS,30,Urban,453,CAT2 carriageway,7,SPOFFORTH HILLWETHERBY,1,1,12-Dec-2023,5.8,5.545
SPOFFORTH WALK,GARFORTH,441707.81,433228.59,64.06,16/06/2022 00:00,PASS,20,Urban,87,CAT3 carriageway,28,SPOFFORTH WALKGARFORTH,1,1,16-Jun-2022,17,0
SPRING AVENUE,GILDERSOME,424220.59,429339.85,71.11,17/04/2023 00:00,FAIL,30,Urban,189,CAT3 carriageway,28,SPRING AVENUEGILDERSOME,0,1,17-Apr-2023,10,0.221
SPRING BANK CRESCENT,HEADINGLEY,0,0,64.06,26/01/2022 00:00,FAIL,20,Urban,205,CAT2 carriageway,7,SPRING BANK CRESCENTHEADINGLEY,0,1,26-Jan-2022,5.1,0.031
SPRING BANK,KIRKSTALL,426388.59,435748.83,62.19,04/02/2019 00:00,PASS,30,Urban,33,1 day carriageway,1,SPRING BANKKIRKSTALL,1,1,04-Feb-2019,5,2.196
SPRING CLOSE AVENUE,CROSS GREEN,431512,432850.84,71.11,18/08/2023 00:00,PASS,20,Urban,105,CAT2 carriageway,7,SPRING CLOSE AVENUECROSS GREEN,1,1,18-Aug-2023,14.8,2.237
SPRING CLOSE GARDENS,CROSS GREEN,431545.82,432899.01,64.06,30/01/2020 00:00,FAIL,20,Urban,65,1 day carriageway,1,SPRING CLOSE GARDENSCROSS GREEN,0,1,30-Jan-2020,7.8,0.085
SPRING GARDENS,HAREWOOD,0,0,71.11,30/10/2023 00:00,PASS,30,Urban,103,CAT3 carriageway,28,SPRING GARDENSHAREWOOD,1,1,30-Oct-2023,7.5,11.096
SPRING GROVE WALK,HYDE PARK,0,0,71.11,06/11/2023 00:00,PASS,20,Urban,66,CAT3 carriageway,28,SPRING GROVE WALKHYDE PARK,1,1,06-Nov-2023,7.3,5.657
SPRING VALLEY AVENUE,BRAMLEY,424314,434180,71.11,28/09/2023 00:00,PASS,20,Urban,153,CAT2 carriageway,7,SPRING VALLEY AVENUEBRAMLEY,1,1,28-Sep-2023,13.8,0.659
SPRING VALLEY CLOSE,BRAMLEY,424355.86,434201.87,64.06,09/08/2021 00:00,FAIL,20,Urban,154,CAT2 carriageway,7,SPRING VALLEY CLOSEBRAMLEY,0,1,09-Aug-2021,14.6,0.128
SPRING VALLEY CRESCENT,BRAMLEY,424250.42,434059.51,71.11,22/08/2023 00:00,PASS,20,Urban,225,CAT3 carriageway,28,SPRING VALLEY CRESCENTBRAMLEY,1,1,22-Aug-2023,16.6,0.042
SPRING VALLEY CROFT,BRAMLEY,0,0,64.06,24/05/2022 00:00,PASS,20,Urban,96,CAT1 carriageway,1,SPRING VALLEY CROFTBRAMLEY,1,1,24-May-2022,10.8,0.532
SPRING VALLEY DRIVE,BRAMLEY,0,0,71.11,26/06/2023 00:00,FAIL,20,Urban,183,CAT2 footway,7,SPRING VALLEY DRIVEBRAMLEY,0,1,26-Jun-2023,15.1,0.34
SPRING VALLEY WALK,BRAMLEY,0,0,71.11,25/05/2023 00:00,FAIL,20,Urban,131,CAT1 carriageway,1,SPRING VALLEY WALKBRAMLEY,0,1,25-May-2023,13.9,0
SPRING WOOD CRESCENT,BRAMHOPE,426092,442858,71.11,07/02/2024 00:00,PASS,30,Urban,22,CAT3 carriageway,28,SPRING WOOD CRESCENTBRAMHOPE,1,1,07-Feb-2024,1.9,0.078
SPRINGBANK AVENUE,GILDERSOME,0,0,64.06,28/09/2022 00:00,FAIL,30,Urban,275,CAT3 carriageway,28,SPRINGBANK AVENUEGILDERSOME,0,1,28-Sep-2022,8.6,4.848
SPRINGBANK CLOSE,FARSLEY,0,0,64.06,15/06/2021 00:00,PASS,20,Urban,220,CAT3 carriageway,28,SPRINGBANK CLOSEFARSLEY,1,1,15-Jun-2021,14.3,0
SPRINGBANK CRESCENT,GARFORTH,439446.47,432732.03,71.11,21/04/2023 00:00,PASS,30,Urban,97,CAT1 carriageway,1,SPRINGBANK CRESCENTGARFORTH,1,1,21-Apr-2023,7.5,2.402
SPRINGBANK GROVE,FARSLEY,422198.32,435308.1,64.06,31/01/2022 00:00,FAIL,20,Urban,91,CAT1 carriageway,1,SPRINGBANK GROVEFARSLEY,0,1,31-Jan-2022,4.4,0.699
SPRINGBANK RISE,FARSLEY,422068.01,435417.71,64.06,19/11/2020 00:00,PASS,20,Urban,136,CAT3 carriageway,28,SPRINGBANK RISEFARSLEY,1,1,19-Nov-2020,4.7,1.728
SPRINGBANK ROAD,FARSLEY,0,0,64.06,19/07/2021 00:00,PASS,20,Urban,140,CAT3 footway,28,SPRINGBANK ROADFARSLEY,1,1,19-Jul-2021,19.8,0
SPRINGBANK ROAD,GILDERSOME,424341.7,429760.22,71.11,22/02/2024 00:00,PASS,30,Urban,121,CAT2 carriageway,7,SPRINGBANK ROADGILDERSOME,1,1,22-Feb-2024,5.1,11.143
SPRINGBANK,GARFORTH,439414.14,432502.78,71.11,21/04/2023 00:00,PASS,30,Urban,175,CAT1 carriageway,1,SPRINGBANKGARFORTH,1,1,21-Apr-2023,7.5,2.402
SPRINGFIELD AVENUE,MORLEY,0,0,71.11,25/08/2023 00:00,FAIL,20,Urban,264,CAT3 carriageway,28,SPRINGFIELD AVENUEMORLEY,0,1,25-Aug-2023,12.7,1.365
SPRINGFIELD MOUNT,HORSFORTH,424493.24,438244.56,71.11,05/02/2024 00:00,PASS,30,Urban,291,CAT2 carriageway,7,SPRINGFIELD MOUNTHORSFORTH,1,1,05-Feb-2024,8.9,0.819
SPRINGFIELD PLACE,OTLEY,419692.45,445252.06,71.11,26/06/2023 00:00,PASS,30,Urban,25,CAT2 footway,7,SPRINGFIELD PLACEOTLEY,1,1,26-Jun-2023,15.1,0.34
SPRINGFIELD ROAD,GUISELEY,0,0,64.06,15/07/2020 00:00,PASS,30,Urban,193,28 day carriageway,28,SPRINGFIELD ROADGUISELEY,1,1,15-Jul-2020,12.8,0.462
SPRINGFIELD ROAD,MORLEY,426215.28,428639.34,71.11,08/02/2024 00:00,PASS,20,Urban,8,CAT3 carriageway,28,SPRINGFIELD ROADMORLEY,1,1,08-Feb-2024,0.2,5.383
SPRINGFIELD STREET,ROTHWELL,0,0,64.06,11/01/2022 00:00,PASS,30,Urban,155,CAT1 carriageway,1,SPRINGFIELD STREETROTHWELL,1,1,11-Jan-2022,5.5,1.547
SPRINGFIELD WALK,HORSFORTH,424899.26,438057.86,64.06,09/01/2023 00:00,PASS,30,Urban,110,CAT2 carriageway,7,SPRINGFIELD WALKHORSFORTH,1,1,09-Jan-2023,5,3.313
SPRINGFIELD,CLIFFORD,0,0,64.06,11/08/2022 00:00,PASS,30,Urban,207,CAT3 carriageway,28,SPRINGFIELDCLIFFORD,1,1,11-Aug-2022,22.1,0
SPRINGMEAD DRIVE,GARFORTH,440633.62,432701.92,71.11,22/05/2023 00:00,PASS,30,Urban,171,CAT3 carriageway,28,SPRINGMEAD DRIVEGARFORTH,1,1,22-May-2023,12.8,0
SPRINGS LANE,WALTON,444030.18,447874.4,71.11,16/02/2024 00:00,PASS,30,Rural,123,CAT3 carriageway,28,SPRINGS LANEWALTON,1,0,16-Feb-2024,8.7,0.723
SPRINGWELL AVENUE,SWILLINGTON,438070.9,430261,71.11,15/01/2024 00:00,FAIL,30,Urban,196,CAT3 carriageway,28,SPRINGWELL AVENUESWILLINGTON,0,1,15-Jan-2024,-1.9,0
SPRINGWELL CLOSE,YEADON,421177.29,440906.53,64.06,29/09/2020 00:00,PASS,20,Urban,69,CAT3 carriageway,28,SPRINGWELL CLOSEYEADON,1,1,29-Sep-2020,11.2,0.129
SPRINGWELL ROAD,HOLBECK,428970.51,432836.27,71.11,09/06/2023 00:00,FAIL,30,Urban,161,CAT3 carriageway,28,SPRINGWELL ROADHOLBECK,0,1,09-Jun-2023,12.5,0
SPRINGWELL STREET,HOLBECK,0,0,71.11,09/06/2023 00:00,FAIL,30,Urban,32,CAT3 carriageway,28,SPRINGWELL STREETHOLBECK,0,1,09-Jun-2023,12.5,0
SPRINGWELL VIEW,HOLBECK,429116.61,432736.89,71.11,09/06/2023 00:00,FAIL,30,Urban,51,CAT3 carriageway,28,SPRINGWELL VIEWHOLBECK,0,1,09-Jun-2023,12.5,0
SPRINGWOOD GROVE,ROUNDHAY,433081.55,436953.94,71.11,12/07/2023 00:00,PASS,30,Urban,116,CAT3 carriageway,28,SPRINGWOOD GROVEROUNDHAY,1,1,12-Jul-2023,14.1,2.859
SPRINGWOOD ROAD,RAWDON,420229.55,439430.71,64.06,25/11/2022 00:00,PASS,30,Urban,91,CAT3 carriageway,28,SPRINGWOOD ROADRAWDON,1,1,25-Nov-2022,7.8,1.968
SPRINGWOOD ROAD,ROUNDHAY,433107.78,437034.75,71.11,22/02/2024 00:00,PASS,30,Urban,198,CAT2 carriageway,7,SPRINGWOOD ROADROUNDHAY,1,1,22-Feb-2024,5.1,11.143
ST AIDANS ROAD,GREAT PRESTON,440305.16,429635.62,71.11,11/07/2023 00:00,PASS,20,Urban,300,CAT3 carriageway,28,ST AIDANS ROADGREAT PRESTON,1,1,11-Jul-2023,15.4,1.424
ST ALBAN APPROACH,HAREHILLS,433101,434244,71.11,10/01/2024 00:00,FAIL,30,Urban,114,CAT2 carriageway,7,ST ALBAN APPROACHHAREHILLS,0,1,10-Jan-2024,2.7,3.182
ST ALBAN CLOSE,HAREHILLS,0,0,64.06,01/06/2020 00:00,PASS,30,Urban,71,1 day carriageway,1,ST ALBAN CLOSEHAREHILLS,1,1,01-Jun-2020,15.2,0
ST ALBAN COURT,GIPTON,0,0,64.06,05/10/2020 00:00,PASS,30,Urban,6,CAT3 footway,28,ST ALBAN COURTGIPTON,1,1,05-Oct-2020,11.1,1.293
ST ALBAN CRESCENT,HAREHILLS,0,0,71.11,13/02/2024 00:00,PASS,30,Urban,217,CAT2 footway,7,ST ALBAN CRESCENTHAREHILLS,1,1,13-Feb-2024,5.7,1.342
ST ALBAN MOUNT,HAREHILLS,0,0,71.11,13/02/2024 00:00,PASS,30,Urban,103,CAT2 footway,7,ST ALBAN MOUNTHAREHILLS,1,1,13-Feb-2024,5.7,1.342
ST ALBAN ROAD,HAREHILLS,0,0,71.11,08/02/2023 00:00,PASS,30,Urban,168,CAT2 carriageway,7,ST ALBAN ROADHAREHILLS,1,1,08-Feb-2023,4.6,0
ST ALBAN VIEW,HAREHILLS,0,0,71.11,08/02/2023 00:00,PASS,30,Urban,81,CAT2 carriageway,7,ST ALBAN VIEWHAREHILLS,1,1,08-Feb-2023,4.6,0
ST ANDREWS AVENUE,MORLEY,425634.01,427267.35,71.11,27/01/2023 00:00,PASS,20,Urban,315,CAT2 carriageway,7,ST ANDREWS AVENUEMORLEY,1,1,27-Jan-2023,3.3,0.598
ST ANDREWS CLOSE,RODLEY,0,0,64.06,01/08/2022 00:00,PASS,30,Urban,131,CAT2 carriageway,7,ST ANDREWS CLOSERODLEY,1,1,01-Aug-2022,16.1,0.272
ST ANDREWS CROFT,ALWOODLEY,0,0,64.06,11/02/2022 00:00,FAIL,30,Urban,77,CAT2 carriageway,7,ST ANDREWS CROFTALWOODLEY,0,1,11-Feb-2022,2.1,0.088
ST ANDREWS DRIVE,ALWOODLEY,0,0,62.19,14/02/2019 00:00,PASS,30,Urban,73,28 day carriageway,28,ST ANDREWS DRIVEALWOODLEY,1,1,14-Feb-2019,7.2,0.007
ST ANDREWS WALK,ALWOODLEY,0,0,64.06,11/02/2022 00:00,FAIL,30,Urban,90,CAT2 carriageway,7,ST ANDREWS WALKALWOODLEY,0,1,11-Feb-2022,2.1,0.088
ST ANNES DRIVE,BURLEY,0,0,64.06,07/04/2020 00:00,PASS,30,Urban,179,1 day carriageway,1,ST ANNES DRIVEBURLEY,1,1,07-Apr-2020,9.5,0
ST ANNES ROAD,HEADINGLEY,427377.37,436306.25,71.11,31/01/2024 00:00,PASS,20,Urban,324,CAT2 carriageway,7,ST ANNES ROADHEADINGLEY,1,1,31-Jan-2024,4.4,4.894
ST ANNS CLOSE,BURLEY,0,0,71.11,20/03/2023 00:00,PASS,30,Urban,76,CAT3 footway,28,ST ANNS CLOSEBURLEY,1,1,20-Mar-2023,9.3,1.314
ST ANNS LANE,BURLEY,427128.56,435702.17,71.11,20/02/2024 00:00,PASS,30,Urban,255,CAT2 carriageway,7,ST ANNS LANEBURLEY,1,1,20-Feb-2024,8.3,2.28
ST ANNS RISE,BURLEY,0,0,64.06,02/12/2022 00:00,PASS,30,Urban,112,CAT3 footway,28,ST ANNS RISEBURLEY,1,1,02-Dec-2022,3.2,0.09
ST ANNS SQUARE,BURLEY,0,0,71.11,20/03/2023 00:00,PASS,30,Urban,100,CAT3 footway,28,ST ANNS SQUAREBURLEY,1,1,20-Mar-2023,9.3,1.314
ST ANNS WAY,BURLEY,427203.49,435394.92,64.06,19/04/2021 00:00,PASS,30,Urban,117,CAT2 carriageway,7,ST ANNS WAYBURLEY,1,1,19-Apr-2021,8.3,0
ST ANTHONYS DRIVE,BEESTON,428612.97,430690.69,71.11,20/03/2023 00:00,FAIL,20,Urban,180,CAT3 footway,28,ST ANTHONYS DRIVEBEESTON,0,1,20-Mar-2023,9.3,1.314
ST ANTHONYS ROAD,BEESTON,428319.92,430515.82,71.11,20/02/2024 00:00,PASS,20,Urban,166,CAT2 carriageway,7,ST ANTHONYS ROADBEESTON,1,1,20-Feb-2024,8.3,2.28
ST BARNABAS ROAD,HOLBECK,429841.61,432546.83,71.11,15/05/2023 00:00,FAIL,30,Urban,115,CAT2 carriageway,7,ST BARNABAS ROADHOLBECK,0,1,15-May-2023,9.2,0.019
ST BARTHOLOMEWS CLOSE,ARMLEY,427173.13,433239.6,62.19,11/03/2019 00:00,PASS,20,Urban,31,28 day carriageway,28,ST BARTHOLOMEWS CLOSEARMLEY,1,1,11-Mar-2019,4.2,1.819
ST CATHERINES CRESCENT,BRAMLEY,424937.19,435820.71,64.06,20/04/2021 00:00,PASS,20,Urban,183,CAT2 carriageway,7,ST CATHERINES CRESCENTBRAMLEY,1,1,20-Apr-2021,9.4,0
ST CATHERINES DRIVE,BRAMLEY,0,0,71.11,19/09/2023 00:00,PASS,20,Urban,172,CAT3 carriageway,28,ST CATHERINES DRIVEBRAMLEY,1,1,19-Sep-2023,13.8,10.479
ST CATHERINES GREEN,BRAMLEY,0,0,142.22,29/06/2023 00:00,PASS,20,Urban,157,CAT1 carriageway,1,ST CATHERINES GREENBRAMLEY,1,1,29-Jun-2023,14.1,0.07
ST CATHERINES HILL,BRAMLEY,0,0,64.06,17/09/2020 00:00,PASS,20,Urban,238,CAT2 carriageway,7,ST CATHERINES HILLBRAMLEY,1,1,17-Sep-2020,12.3,0.071
ST CATHERINES WALK,GLEDHOW,432391.5,436992.45,64.06,26/08/2022 00:00,FAIL,30,Urban,60,CAT3 carriageway,28,ST CATHERINES WALKGLEDHOW,0,1,26-Aug-2022,15.1,0.007
ST CECILIA STREET,LEEDS,430869.9,433584.12,64.06,19/06/2019 00:00,PASS,30,Urban,14,28 day footway,28,ST CECILIA STREETLEEDS,1,1,19-Jun-2019,13.8,2.278
ST CHADS DRIVE,HEADINGLEY,0,0,71.11,31/05/2023 00:00,PASS,20,Urban,174,CAT3 carriageway,28,ST CHADS DRIVEHEADINGLEY,1,1,31-May-2023,10.7,3.348
ST CHADS RISE,HEADINGLEY,427419.23,436815.39,62.19,12/06/2019 00:00,PASS,20,Urban,126,1 day carriageway,1,ST CHADS RISEHEADINGLEY,1,1,12-Jun-2019,10.1,14.045
ST CHADS ROAD,HEADINGLEY,427600.07,436990.59,64.06,14/06/2022 00:00,PASS,30,Urban,86,CAT3 carriageway,28,ST CHADS ROADHEADINGLEY,1,1,14-Jun-2022,13.2,0
ST CLAIR ROAD,OTLEY,420822.5,445263.37,71.11,19/12/2023 00:00,PASS,30,Urban,234,CAT3 carriageway,28,ST CLAIR ROADOTLEY,1,1,19-Dec-2023,7.1,0.409
ST DAVIDS ROAD,OTLEY,419834.47,446726.09,71.11,05/02/2024 00:00,PASS,30,Urban,209,CAT2 carriageway,7,ST DAVIDS ROADOTLEY,1,1,05-Feb-2024,8.9,0.819
ST DAVIDS ROAD,ROBIN HOOD,432690.52,426928.62,64.06,10/11/2022 00:00,PASS,30,Urban,8,CAT3 carriageway,28,ST DAVIDS ROADROBIN HOOD,1,1,10-Nov-2022,12.4,0.848
ST FRANCIS CLOSE,BEESTON,429778.77,431258.45,64.06,01/08/2019 00:00,FAIL,30,Urban,63,28 day footway,28,ST FRANCIS CLOSEBEESTON,0,1,01-Aug-2019,17,0.227
ST GEORGES AVENUE,ROTHWELL,433264.41,429103.85,71.11,13/02/2023 00:00,FAIL,20,Urban,98,CAT3 carriageway,28,ST GEORGES AVENUEROTHWELL,0,1,13-Feb-2023,3.8,0.007
ST GEORGES CRESCENT,ROTHWELL,433211.76,429070.58,71.11,05/02/2024 00:00,PASS,20,Urban,74,CAT2 carriageway,7,ST GEORGES CRESCENTROTHWELL,1,1,05-Feb-2024,8.9,0.819
ST GEORGES ROAD,MIDDLETON,430996.97,428025.98,71.11,21/02/2024 00:00,PASS,30,Urban,11,CAT2 carriageway,7,ST GEORGES ROADMIDDLETON,1,1,21-Feb-2024,8.2,9.899
ST HELENS CLOSE,ADEL,427672.9,439285.62,64.06,17/06/2022 00:00,PASS,30,Urban,66,CAT3 carriageway,28,ST HELENS CLOSEADEL,1,1,17-Jun-2022,19.3,0
ST HELENS CROFT,ADEL,427389.46,439341.53,71.11,30/06/2023 00:00,PASS,30,Urban,107,CAT2 carriageway,7,ST HELENS CROFTADEL,1,1,30-Jun-2023,13.8,1.413
ST HELENS GARDENS,ADEL,427454.29,439304.37,71.11,13/04/2023 00:00,PASS,30,Urban,155,CAT3 carriageway,28,ST HELENS GARDENSADEL,1,1,13-Apr-2023,5.9,5.965
ST HELENS GROVE,ADEL,427410.34,439295.96,64.06,21/04/2021 00:00,PASS,30,Urban,88,CAT1 carriageway,1,ST HELENS GROVEADEL,1,1,21-Apr-2021,7.1,0
ST HELENS LANE,ADEL,427230.25,439281.41,71.11,19/02/2024 00:00,PASS,30,Urban,217,CAT3 carriageway,28,ST HELENS LANEADEL,1,1,19-Feb-2024,8.2,0.628
ST HILDAS AVENUE,CROSS GREEN,0,0,71.11,24/03/2023 00:00,PASS,20,Urban,95,CAT3 carriageway,28,ST HILDAS AVENUECROSS GREEN,1,1,24-Mar-2023,8.3,2.524
ST HILDAS MOUNT,CROSS GREEN,431873.65,432654.17,71.11,28/02/2023 00:00,PASS,20,Urban,93,CAT2 carriageway,7,ST HILDAS MOUNTCROSS GREEN,1,1,28-Feb-2023,4.4,1.513
ST IVES MOUNT,ARMLEY,426303.4,433696.17,71.11,22/01/2024 00:00,PASS,30,Urban,125,CAT2 carriageway,7,ST IVES MOUNTARMLEY,1,1,22-Jan-2024,6.8,4.788
ST JAMES APPROACH,SEACROFT,0,0,64.06,28/09/2021 00:00,PASS,30,Urban,288,CAT3 carriageway,28,ST JAMES APPROACHSEACROFT,1,1,28-Sep-2021,10.2,8.527
ST JAMES CRESCENT,PUDSEY,420821.34,433425.4,64.06,08/08/2022 00:00,PASS,20,Urban,97,CAT3 footway,28,ST JAMES CRESCENTPUDSEY,1,1,08-Aug-2022,16.9,0
ST JAMES DRIVE,HORSFORTH,424610.52,438444.05,71.11,05/02/2024 00:00,PASS,30,Urban,285,CAT2 carriageway,7,ST JAMES DRIVEHORSFORTH,1,1,05-Feb-2024,8.9,0.819
ST JAMES MEWS,ARMLEY,0,0,62.19,28/05/2019 00:00,PASS,30,Urban,88,1 day carriageway,1,ST JAMES MEWSARMLEY,1,1,28-May-2019,9.2,1.747
ST JAMES STREET,WETHERBY,440442.07,448404.55,71.11,16/02/2024 00:00,FAIL,30,Urban,192,CAT3 carriageway,28,ST JAMES STREETWETHERBY,0,1,16-Feb-2024,8.7,0.723
ST JAMES TERRACE,HORSFORTH,424668.5,438359.6,71.11,10/02/2023 00:00,PASS,30,Urban,210,CAT3 carriageway,28,ST JAMES TERRACEHORSFORTH,1,1,10-Feb-2023,6,0
ST JAMES WALK,HORSFORTH,0,0,64.06,17/02/2020 00:00,PASS,30,Urban,218,1 day carriageway,1,ST JAMES WALKHORSFORTH,1,1,17-Feb-2020,5,0.726
ST JOHNS AVENUE,HYDE PARK,428835.36,434774.87,71.11,30/01/2024 00:00,PASS,30,Urban,213,CAT2 carriageway,7,ST JOHNS AVENUEHYDE PARK,1,1,30-Jan-2024,4.6,3.822
ST JOHNS AVENUE,THORNER,0,0,64.06,02/11/2022 00:00,PASS,30,Urban,103,CAT2 carriageway,7,ST JOHNS AVENUETHORNER,1,1,02-Nov-2022,8.9,7.193
ST JOHNS CLOSE,HYDE PARK,428770.32,434664.39,71.11,30/01/2024 00:00,PASS,30,Urban,85,CAT2 carriageway,7,ST JOHNS CLOSEHYDE PARK,1,1,30-Jan-2024,4.6,3.822
ST JOHNS COURT,THORNER,0,0,71.11,02/11/2023 00:00,PASS,20,Urban,29,CAT2 carriageway,7,ST JOHNS COURTTHORNER,1,1,02-Nov-2023,8.1,16.747
ST JOHNS DRIVE,YEADON,0,0,64.06,15/11/2021 00:00,PASS,30,Urban,110,CAT2 carriageway,7,ST JOHNS DRIVEYEADON,1,1,15-Nov-2021,8.5,0.27
ST JOHNS ROAD,BOSTON SPA,443056.81,445036.8,71.11,24/01/2024 00:00,PASS,30,Urban,270,CAT1 carriageway,1,ST JOHNS ROADBOSTON SPA,1,1,24-Jan-2024,7.5,0.394
ST JOHNS ROAD,WOODHOUSE,428932.67,434205.4,71.11,28/02/2023 00:00,FAIL,20,Urban,293,CAT2 carriageway,7,ST JOHNS ROADWOODHOUSE,0,1,28-Feb-2023,4.4,1.513
ST JOHNS ROAD,YEADON,420125.7,440871.9,64.06,13/09/2019 00:00,FAIL,30,Urban,142,28 day footway,28,ST JOHNS ROADYEADON,0,1,13-Sep-2019,11.4,0.078
ST JOHNS WAY,YEADON,0,0,71.11,23/08/2023 00:00,PASS,30,Urban,195,CAT1 carriageway,1,ST JOHNS WAYYEADON,1,1,23-Aug-2023,15.9,1.139
ST LUKES CLOSE,CLIFFORD,442656.88,444399.79,71.11,17/03/2023 00:00,PASS,30,Urban,11,CAT2 carriageway,7,ST LUKES CLOSECLIFFORD,1,1,17-Mar-2023,9.8,0.599
ST LUKES CRESCENT,BEESTON,429391.39,431748.91,71.11,12/05/2023 00:00,FAIL,30,Urban,63,CAT3 carriageway,28,ST LUKES CRESCENTBEESTON,0,1,12-May-2023,9.1,0.012
ST LUKES ROAD,BEESTON,429386.37,431657.19,71.11,12/05/2023 00:00,FAIL,30,Urban,254,CAT3 carriageway,28,ST LUKES ROADBEESTON,0,1,12-May-2023,9.1,0.012
ST LUKES STREET,BEESTON,0,0,64.06,24/06/2020 00:00,PASS,30,Urban,36,1 day carriageway,1,ST LUKES STREETBEESTON,1,1,24-Jun-2020,21.6,0
ST LUKES VIEW,BEESTON,429313.81,431588.24,71.11,09/05/2023 00:00,FAIL,20,Urban,67,CAT1 carriageway,1,ST LUKES VIEWBEESTON,0,1,09-May-2023,13.2,0.369
ST MARGARETS AVENUE,HORSFORTH,424053.88,438806.19,71.11,19/02/2024 00:00,PASS,30,Urban,190,CAT3 carriageway,28,ST MARGARETS AVENUEHORSFORTH,1,1,19-Feb-2024,8.2,0.628
